Datetime,ms,Level(m),Temp(C)
2023-03-13 10:15:00,0,0.157,5.5
2023-03-13 10:30:00,0,0.157,5.5
2023-03-13 10:30:00,0,0.157,5.5
2023-03-13 10:45:00,0,0.157,5.5
2023-03-13 10:45:00,0,0.157,5.5
2023-03-13 11:00:00,0,0.157,5.6
2023-03-13 11:00:00,0,0.157,5.6
2023-03-13 11:15:00,0,0.158,5.6
2023-03-13 11:15:00,0,0.158,5.6
2023-03-13 11:30:00,0,0.158,5.6
2023-03-13 11:30:00,0,0.158,5.6
2023-03-13 11:45:00,0,0.158,5.6
2023-03-13 11:45:00,0,0.158,5.6
2023-03-13 12:00:00,0,0.157,5.6
2023-03-13 12:00:00,0,0.157,5.6
2023-03-13 12:15:00,0,0.156,5.6
2023-03-13 12:15:00,0,0.156,5.6
2023-03-13 12:30:00,0,0.156,5.6
2023-03-13 12:30:00,0,0.156,5.6
2023-03-13 12:45:00,0,0.158,5.6
2023-03-13 12:45:00,0,0.158,5.6
2023-03-13 13:00:00,0,0.157,5.6
2023-03-13 13:00:00,0,0.157,5.6
2023-03-13 13:15:00,0,0.156,5.6
2023-03-13 13:15:00,0,0.156,5.6
2023-03-13 13:30:00,0,0.156,5.6
2023-03-13 13:30:00,0,0.156,5.6
2023-03-13 13:45:00,0,0.159,5.7
2023-03-13 13:45:00,0,0.159,5.7
2023-03-13 14:00:00,0,0.158,5.7
2023-03-13 14:00:00,0,0.158,5.7
2023-03-13 14:15:00,0,0.157,5.7
2023-03-13 14:15:00,0,0.157,5.7
2023-03-13 14:30:00,0,0.158,5.7
2023-03-13 14:30:00,0,0.158,5.7
2023-03-13 14:45:00,0,0.157,5.7
2023-03-13 14:45:00,0,0.157,5.7
2023-03-13 15:00:00,0,0.159,5.8
2023-03-13 15:00:00,0,0.159,5.8
2023-03-13 15:15:00,0,0.16,5.8
2023-03-13 15:15:00,0,0.16,5.8
2023-03-13 15:30:00,0,0.161,5.8
2023-03-13 15:30:00,0,0.161,5.8
2023-03-13 15:45:00,0,0.159,5.8
2023-03-13 15:45:00,0,0.159,5.8
2023-03-13 16:00:00,0,0.16,5.8
2023-03-13 16:00:00,0,0.16,5.8
2023-03-13 16:15:00,0,0.158,5.8
2023-03-13 16:15:00,0,0.158,5.8
2023-03-13 16:30:00,0,0.158,5.8
2023-03-13 16:30:00,0,0.158,5.8
2023-03-13 16:45:00,0,0.159,5.8
2023-03-13 16:45:00,0,0.159,5.8
2023-03-13 17:00:00,0,0.158,5.8
2023-03-13 17:00:00,0,0.158,5.8
2023-03-13 17:15:00,0,0.159,5.8
2023-03-13 17:15:00,0,0.159,5.8
2023-03-13 17:30:00,0,0.159,5.8
2023-03-13 17:30:00,0,0.159,5.8
2023-03-13 17:45:00,0,0.158,5.8
2023-03-13 17:45:00,0,0.158,5.8
2023-03-13 18:00:00,0,0.159,5.8
2023-03-13 18:00:00,0,0.159,5.8
2023-03-13 18:15:00,0,0.16,5.8
2023-03-13 18:15:00,0,0.16,5.8
2023-03-13 18:30:00,0,0.157,5.7
2023-03-13 18:30:00,0,0.157,5.7
2023-03-13 18:45:00,0,0.158,5.7
2023-03-13 18:45:00,0,0.158,5.7
2023-03-13 19:00:00,0,0.158,5.7
2023-03-13 19:00:00,0,0.158,5.7
2023-03-13 19:15:00,0,0.157,5.7
2023-03-13 19:15:00,0,0.157,5.7
2023-03-13 19:30:00,0,0.156,5.6
2023-03-13 19:30:00,0,0.156,5.6
2023-03-13 19:45:00,0,0.154,5.6
2023-03-13 19:45:00,0,0.154,5.6
2023-03-13 20:00:00,0,0.155,5.6
2023-03-13 20:00:00,0,0.155,5.6
2023-03-13 20:15:00,0,0.156,5.6
2023-03-13 20:15:00,0,0.156,5.6
2023-03-13 20:30:00,0,0.154,5.5
